,metric,value,model
2069,f1_weighted,0.23374891501207284,glove
2070,accuracy,0.17647058823529413,glove
2071,accuracy,0.20588235294117646,glove
2072,accuracy,0.2,glove
2073,accuracy,0.1952662721893491,glove
2074,accuracy,0.20481927710843373,glove
2075,balanced_accuracy,0.1764705882352941,glove
2076,balanced_accuracy,0.2058823529411765,glove
2077,balanced_accuracy,0.2,glove
2078,balanced_accuracy,0.1966131907308378,glove
2079,balanced_accuracy,0.20445632798573973,glove
2080,f1_weighted,0.16739112629940903,glove
2081,f1_weighted,0.2044174221380599,glove
2082,f1_weighted,0.2063065958393027,glove
2083,f1_weighted,0.17294297074516857,glove
2084,f1_weighted,0.19815599501116674,glove
2085,accuracy,0.1695906432748538,glove
2086,accuracy,0.20588235294117646,glove
2087,accuracy,0.21301775147928995,glove
2088,accuracy,0.1893491124260355,glove
2089,accuracy,0.19879518072289157,glove
2090,balanced_accuracy,0.16941176470588237,glove
2091,balanced_accuracy,0.2058823529411765,glove
2092,balanced_accuracy,0.2130124777183601,glove
2093,balanced_accuracy,0.1893048128342246,glove
2094,balanced_accuracy,0.19928698752228166,glove
2095,f1_weighted,0.16248042376761937,glove
2096,f1_weighted,0.2039932816433928,glove
2097,f1_weighted,0.21905972062907786,glove
2098,f1_weighted,0.1714859496851698,glove
2099,f1_weighted,0.19191384604003642,glove
2100,accuracy,0.6513761467889908,glove
2101,accuracy,0.7247706422018348,glove
2102,accuracy,0.6759259259259259,glove
2103,accuracy,0.6728971962616822,glove
2104,accuracy,0.5233644859813084,glove
2105,balanced_accuracy,0.4583333333333333,glove
2106,balanced_accuracy,0.6166666666666667,glove
2107,balanced_accuracy,0.47115384615384615,glove
2108,balanced_accuracy,0.5080128205128205,glove
2109,balanced_accuracy,0.4310897435897436,glove
2110,f1,0.049999999999999996,glove
2111,f1,0.11764705882352941,glove
2112,f1,0.054054054054054064,glove
2113,f1,0.05405405405405406,glove
2114,f1,0.03773584905660377,glove
2115,precision,0.027777777777777776,glove
2116,precision,0.06666666666666667,glove
2117,precision,0.030303030303030304,glove
2118,precision,0.029411764705882353,glove
2119,precision,0.02,glove
2120,recall,0.25,glove
2121,recall,0.5,glove
2122,recall,0.25,glove
2123,recall,0.3333333333333333,glove
2124,recall,0.3333333333333333,glove
2125,roc_auc,0.4928571428571429,glove
2126,roc_auc,0.5547619047619048,glove
2127,roc_auc,0.6466346153846154,glove
2128,roc_auc,0.6474358974358975,glove
2129,roc_auc,0.5512820512820513,glove
2130,accuracy,0.22727272727272727,glove
2131,accuracy,0.14545454545454545,glove
2132,accuracy,0.1834862385321101,glove
2133,accuracy,0.16037735849056603,glove
2134,accuracy,0.2,glove
2135,balanced_accuracy,0.22152292152292152,glove
2136,balanced_accuracy,0.14856254856254855,glove
2137,balanced_accuracy,0.17636363636363636,glove
2138,balanced_accuracy,0.1605079365079365,glove
2139,balanced_accuracy,0.20286834733893558,glove
2140,f1_weighted,0.22880145448138045,glove
2141,f1_weighted,0.13905036762179618,glove
2142,f1_weighted,0.16704892966360854,glove
2143,f1_weighted,0.1507532722079674,glove
2144,f1_weighted,0.1985031376891842,glove
2145,accuracy,0.36363636363636365,glove
2146,accuracy,0.39090909090909093,glove
2147,accuracy,0.3394495412844037,glove
2148,accuracy,0.3018867924528302,glove
2149,accuracy,0.29523809523809524,glove
2150,balanced_accuracy,0.36620867055649664,glove
2151,balanced_accuracy,0.39420965507922034,glove
2152,balanced_accuracy,0.3461042725390551,glove
2153,balanced_accuracy,0.3038236511996103,glove
2154,balanced_accuracy,0.30010033104150746,glove
2155,f1_weighted,0.3636745607333842,glove
2156,f1_weighted,0.3805472288369053,glove
2157,f1_weighted,0.31560127294347057,glove
2158,f1_weighted,0.2915628220101744,glove
2159,f1_weighted,0.29704210019999494,glove
2160,accuracy,0.2072072072072072,glove
2161,accuracy,0.14678899082568808,glove
2162,accuracy,0.17592592592592593,glove
2163,accuracy,0.22641509433962265,glove
2164,accuracy,0.19811320754716982,glove
2165,balanced_accuracy,0.2075098814229249,glove
2166,balanced_accuracy,0.14675324675324675,glove
2167,balanced_accuracy,0.17705627705627708,glove
2168,balanced_accuracy,0.22640692640692645,glove
2169,balanced_accuracy,0.19913419913419914,glove
2170,f1_weighted,0.19931230396322505,glove
2171,f1_weighted,0.1420779719264891,glove
2172,f1_weighted,0.16645787944807552,glove
2173,f1_weighted,0.22341680192538135,glove
2174,f1_weighted,0.1917846913745191,glove
2175,accuracy,0.2072072072072072,glove
2176,accuracy,0.14678899082568808,glove
2177,accuracy,0.17592592592592593,glove
2178,accuracy,0.22641509433962265,glove
2179,accuracy,0.19811320754716982,glove
2180,balanced_accuracy,0.2075098814229249,glove
2181,balanced_accuracy,0.14675324675324675,glove
2182,balanced_accuracy,0.17705627705627708,glove
2183,balanced_accuracy,0.22640692640692645,glove
2184,balanced_accuracy,0.19913419913419914,glove
2185,f1_weighted,0.19931230396322505,glove
2186,f1_weighted,0.1420779719264891,glove
2187,f1_weighted,0.16645787944807552,glove
2188,f1_weighted,0.22341680192538135,glove
2189,f1_weighted,0.1917846913745191,glove
2190,accuracy,0.35454545454545455,glove
2191,accuracy,0.32727272727272727,glove
2192,accuracy,0.3181818181818182,glove
2193,accuracy,0.2761904761904762,glove
2194,accuracy,0.3047619047619048,glove
2195,balanced_accuracy,0.3545454545454546,glove
2196,balanced_accuracy,0.32727272727272727,glove
2197,balanced_accuracy,0.3181818181818182,glove
2198,balanced_accuracy,0.2761904761904762,glove
2199,balanced_accuracy,0.30476190476190473,glove
2200,f1_weighted,0.3578321678321678,glove
2201,f1_weighted,0.3212138550134462,glove
2202,f1_weighted,0.2976264433694054,glove
2203,f1_weighted,0.2687891754515631,glove
2204,f1_weighted,0.30494878310759477,glove
2205,accuracy,0.2072072072072072,glove
2206,accuracy,0.14678899082568808,glove
2207,accuracy,0.17592592592592593,glove
2208,accuracy,0.22641509433962265,glove
2209,accuracy,0.19811320754716982,glove
2210,balanced_accuracy,0.2075098814229249,glove
2211,balanced_accuracy,0.14675324675324675,glove
2212,balanced_accuracy,0.17705627705627708,glove
2213,balanced_accuracy,0.22640692640692645,glove
2214,balanced_accuracy,0.19913419913419914,glove
2215,f1_weighted,0.19931230396322505,glove
2216,f1_weighted,0.1420779719264891,glove
2217,f1_weighted,0.16645787944807552,glove
2218,f1_weighted,0.22341680192538135,glove
2219,f1_weighted,0.1917846913745191,glove
2220,accuracy,0.19090909090909092,glove
2221,accuracy,0.2,glove
2222,accuracy,0.18181818181818182,glove
2223,accuracy,0.19047619047619047,glove
2224,accuracy,0.17142857142857143,glove
2225,balanced_accuracy,0.1909090909090909,glove
2226,balanced_accuracy,0.2,glove
2227,balanced_accuracy,0.18181818181818182,glove
2228,balanced_accuracy,0.19047619047619047,glove
2229,balanced_accuracy,0.17142857142857143,glove
2230,f1_weighted,0.17687456687456685,glove
2231,f1_weighted,0.18742872026149007,glove
2232,f1_weighted,0.18171565276828436,glove
2233,f1_weighted,0.17393029734493146,glove
2234,f1_weighted,0.1682630016776358,glove
2235,accuracy,0.19090909090909092,glove
2236,accuracy,0.2,glove
2237,accuracy,0.18181818181818182,glove
2238,accuracy,0.19047619047619047,glove
2239,accuracy,0.17142857142857143,glove
2240,balanced_accuracy,0.19090909090909092,glove
2241,balanced_accuracy,0.2,glove
2242,balanced_accuracy,0.18181818181818182,glove
2243,balanced_accuracy,0.19047619047619047,glove
2244,balanced_accuracy,0.1714285714285714,glove
2245,f1_weighted,0.17687456687456685,glove
2246,f1_weighted,0.18742872026149002,glove
2247,f1_weighted,0.18171565276828436,glove
2248,f1_weighted,0.17393029734493146,glove
2249,f1_weighted,0.1682630016776358,glove
2250,accuracy,0.796875,glove
2251,accuracy,0.78125,glove
2252,accuracy,0.8412698412698413,glove
2253,accuracy,0.8015873015873016,glove
2254,accuracy,0.7063492063492064,glove
2255,balanced_accuracy,0.6507936507936508,glove
2256,balanced_accuracy,0.3968253968253968,glove
2257,balanced_accuracy,0.424,glove
2258,balanced_accuracy,0.404,glove
2259,balanced_accuracy,0.852,glove
2260,f1,0.07142857142857144,glove
2261,f1,0.0,glove
2262,f1,0.0,glove
2263,f1,0.0,glove
2264,f1,0.05128205128205127,glove
2265,precision,0.038461538461538464,glove
2266,precision,0.0,glove
2267,precision,0.0,glove
2268,precision,0.0,glove
2269,precision,0.02631578947368421,glove
2270,recall,0.5,glove
2271,recall,0.0,glove
2272,recall,0.0,glove
2273,recall,0.0,glove
2274,recall,1.0,glove
2275,roc_auc,0.7896825396825397,glove
2276,roc_auc,0.7182539682539681,glove
2277,roc_auc,0.688,glove
2278,roc_auc,0.72,glove
2279,roc_auc,0.984,glove
2280,accuracy,0.21705426356589147,glove
2281,accuracy,0.2109375,glove
2282,accuracy,0.25196850393700787,glove
2283,accuracy,0.216,glove
2284,accuracy,0.152,glove
2285,balanced_accuracy,0.21359751359751358,glove
2286,balanced_accuracy,0.20875420875420875,glove
2287,balanced_accuracy,0.24785081585081586,glove
2288,balanced_accuracy,0.2090679690679691,glove
2289,balanced_accuracy,0.15210093610093608,glove
2290,f1_weighted,0.22022141082668145,glove
2291,f1_weighted,0.2117207039065626,glove
2292,f1_weighted,0.2472928728642071,glove
2293,f1_weighted,0.2129235377191386,glove
2294,f1_weighted,0.14395044271639518,glove
2295,accuracy,0.21705426356589147,glove
2296,accuracy,0.203125,glove
2297,accuracy,0.25984251968503935,glove
2298,accuracy,0.23015873015873015,glove
2299,accuracy,0.21774193548387097,glove
2300,balanced_accuracy,0.21021384412688762,glove
2301,balanced_accuracy,0.19676687442991792,glove
2302,balanced_accuracy,0.24978754940711462,glove
2303,balanced_accuracy,0.22216370223978918,glove
2304,balanced_accuracy,0.2163160173160173,glove
2305,f1_weighted,0.21966637644825265,glove
2306,f1_weighted,0.20859722836503022,glove
2307,f1_weighted,0.2599902351573723,glove
2308,f1_weighted,0.22095127095127098,glove
2309,f1_weighted,0.21898759096339743,glove
2310,accuracy,0.23846153846153847,glove
2311,accuracy,0.17054263565891473,glove
2312,accuracy,0.248,glove
2313,accuracy,0.312,glove
2314,accuracy,0.176,glove
2315,balanced_accuracy,0.2384615384615385,glove
2316,balanced_accuracy,0.1713846153846154,glove
2317,balanced_accuracy,0.248,glove
2318,balanced_accuracy,0.312,glove
2319,balanced_accuracy,0.176,glove
2320,f1_weighted,0.2364155844155844,glove
2321,f1_weighted,0.16472605450227215,glove
2322,f1_weighted,0.24098960576564157,glove
2323,f1_weighted,0.3024019181443069,glove
2324,f1_weighted,0.1712514619883041,glove
2325,accuracy,0.23846153846153847,glove
2326,accuracy,0.17054263565891473,glove
2327,accuracy,0.248,glove
2328,accuracy,0.312,glove
2329,accuracy,0.176,glove
2330,balanced_accuracy,0.2384615384615385,glove
2331,balanced_accuracy,0.1713846153846154,glove
2332,balanced_accuracy,0.248,glove
2333,balanced_accuracy,0.312,glove
2334,balanced_accuracy,0.176,glove
2335,f1_weighted,0.2364155844155844,glove
2336,f1_weighted,0.16472605450227215,glove
2337,f1_weighted,0.24098960576564157,glove
2338,f1_weighted,0.3024019181443069,glove
2339,f1_weighted,0.1712514619883041,glove
2340,accuracy,0.21705426356589147,glove
2341,accuracy,0.1937984496124031,glove
2342,accuracy,0.23015873015873015,glove
2343,accuracy,0.2,glove
2344,accuracy,0.152,glove
2345,balanced_accuracy,0.2163076923076923,glove
2346,balanced_accuracy,0.19323076923076926,glove
2347,balanced_accuracy,0.22892307692307692,glove
2348,balanced_accuracy,0.2,glove
2349,balanced_accuracy,0.152,glove
2350,f1_weighted,0.21058549169635524,glove
2351,f1_weighted,0.18750344773327313,glove
2352,f1_weighted,0.22554132686675415,glove
2353,f1_weighted,0.18929894985551773,glove
2354,f1_weighted,0.15670602981923737,glove
2355,accuracy,0.24615384615384617,glove
2356,accuracy,0.18604651162790697,glove
2357,accuracy,0.288,glove
2358,accuracy,0.288,glove
2359,accuracy,0.168,glove
2360,balanced_accuracy,0.2461538461538461,glove
2361,balanced_accuracy,0.18676923076923077,glove
2362,balanced_accuracy,0.288,glove
2363,balanced_accuracy,0.28800000000000003,glove
2364,balanced_accuracy,0.16799999999999998,glove
2365,f1_weighted,0.23993888045576203,glove
2366,f1_weighted,0.18336132631618268,glove
2367,f1_weighted,0.28443012408058,glove
2368,f1_weighted,0.2805082742316785,glove
2369,f1_weighted,0.1623484514306511,glove
2370,accuracy,0.18461538461538463,glove
2371,accuracy,0.2868217054263566,glove
2372,accuracy,0.24,glove
2373,accuracy,0.216,glove
2374,accuracy,0.256,glove
2375,balanced_accuracy,0.18461538461538463,glove
2376,balanced_accuracy,0.28646153846153843,glove
2377,balanced_accuracy,0.24000000000000005,glove
2378,balanced_accuracy,0.21600000000000003,glove
2379,balanced_accuracy,0.256,glove
2380,f1_weighted,0.1808874865735768,glove
2381,f1_weighted,0.2742714988235385,glove
2382,f1_weighted,0.2398048552754435,glove
2383,f1_weighted,0.21042352846896661,glove
2384,f1_weighted,0.2606811075103758,glove
2385,accuracy,0.19230769230769232,glove
2386,accuracy,0.2713178294573643,glove
2387,accuracy,0.264,glove
2388,accuracy,0.2,glove
2389,accuracy,0.256,glove
2390,balanced_accuracy,0.19230769230769232,glove
2391,balanced_accuracy,0.2710769230769231,glove
2392,balanced_accuracy,0.264,glove
2393,balanced_accuracy,0.2,glove
2394,balanced_accuracy,0.256,glove
2395,f1_weighted,0.18827251752209306,glove
2396,f1_weighted,0.2597399426171338,glove
2397,f1_weighted,0.26195458559089463,glove
2398,f1_weighted,0.19405421140987783,glove
2399,f1_weighted,0.2583645957000313,glove
2400,accuracy,0.6875,glove
2401,accuracy,0.6666666666666666,glove
2402,accuracy,0.5594405594405595,glove
2403,accuracy,0.6993006993006993,glove
2404,accuracy,0.6643356643356644,glove
2405,balanced_accuracy,0.35106382978723405,glove
2406,balanced_accuracy,0.6666666666666666,glove
2407,balanced_accuracy,0.44880952380952377,glove
2408,balanced_accuracy,0.35714285714285715,glove
2409,balanced_accuracy,0.8285714285714285,glove
2410,f1,0.0,glove
2411,f1,0.07692307692307691,glove
2412,f1,0.03076923076923077,glove
2413,f1,0.0,glove
2414,f1,0.1111111111111111,glove
2415,precision,0.0,glove
2416,precision,0.04081632653061224,glove
2417,precision,0.016129032258064516,glove
2418,precision,0.0,glove
2419,precision,0.058823529411764705,glove
2420,recall,0.0,glove
2421,recall,0.6666666666666666,glove
2422,recall,0.3333333333333333,glove
2423,recall,0.0,glove
2424,recall,1.0,glove
2425,roc_auc,0.33806146572104023,glove
2426,roc_auc,0.6879432624113475,glove
2427,roc_auc,0.5023809523809524,glove
2428,roc_auc,0.4071428571428571,glove
2429,roc_auc,0.7976190476190477,glove
2430,accuracy,0.18055555555555555,glove
2431,accuracy,0.20833333333333334,glove
2432,accuracy,0.2361111111111111,glove
2433,accuracy,0.2222222222222222,glove
2434,accuracy,0.14184397163120568,glove
2435,balanced_accuracy,0.1777330944917152,glove
2436,balanced_accuracy,0.20887595163457232,glove
2437,balanced_accuracy,0.23431885356023288,glove
2438,balanced_accuracy,0.217589789520824,glove
2439,balanced_accuracy,0.1427142857142857,glove
2440,f1_weighted,0.1783834454952075,glove
2441,f1_weighted,0.2100581180915835,glove
2442,f1_weighted,0.23117164186334924,glove
2443,f1_weighted,0.2233507600571093,glove
2444,f1_weighted,0.13737906704709438,glove
2445,accuracy,0.2534246575342466,glove
2446,accuracy,0.16666666666666666,glove
2447,accuracy,0.2013888888888889,glove
2448,accuracy,0.16901408450704225,glove
2449,accuracy,0.2127659574468085,glove
2450,balanced_accuracy,0.2556190005355745,glove
2451,balanced_accuracy,0.1634551210746984,glove
2452,balanced_accuracy,0.19892187901086678,glove
2453,balanced_accuracy,0.1718592901351522,glove
2454,balanced_accuracy,0.21440570923329544,glove
2455,f1_weighted,0.24676852589153744,glove
2456,f1_weighted,0.16389342762981282,glove
2457,f1_weighted,0.19266605911504145,glove
2458,f1_weighted,0.16073877330209257,glove
2459,f1_weighted,0.19870972525720182,glove
2460,accuracy,0.23448275862068965,glove
2461,accuracy,0.23448275862068965,glove
2462,accuracy,0.21379310344827587,glove
2463,accuracy,0.18309859154929578,glove
2464,accuracy,0.19285714285714287,glove
2465,balanced_accuracy,0.23448275862068968,glove
2466,balanced_accuracy,0.23448275862068968,glove
2467,balanced_accuracy,0.2137931034482759,glove
2468,balanced_accuracy,0.18275862068965518,glove
2469,balanced_accuracy,0.19285714285714287,glove
2470,f1_weighted,0.23259593031764397,glove
2471,f1_weighted,0.23412165363090426,glove
2472,f1_weighted,0.21197628727040493,glove
2473,f1_weighted,0.18156138899833363,glove
2474,f1_weighted,0.191735347985348,glove
2475,accuracy,0.23448275862068965,glove
2476,accuracy,0.23448275862068965,glove
2477,accuracy,0.21379310344827587,glove
2478,accuracy,0.18309859154929578,glove
2479,accuracy,0.19285714285714287,glove
2480,balanced_accuracy,0.23448275862068968,glove
2481,balanced_accuracy,0.23448275862068968,glove
2482,balanced_accuracy,0.2137931034482759,glove
2483,balanced_accuracy,0.18275862068965518,glove
2484,balanced_accuracy,0.19285714285714287,glove
2485,f1_weighted,0.23259593031764397,glove
2486,f1_weighted,0.23412165363090426,glove
2487,f1_weighted,0.21197628727040493,glove
2488,f1_weighted,0.18156138899833363,glove
2489,f1_weighted,0.191735347985348,glove
2490,accuracy,0.2827586206896552,glove
2491,accuracy,0.1793103448275862,glove
2492,accuracy,0.19444444444444445,glove
2493,accuracy,0.20279720279720279,glove
2494,accuracy,0.2357142857142857,glove
2495,balanced_accuracy,0.2827586206896552,glove
2496,balanced_accuracy,0.1793103448275862,glove
2497,balanced_accuracy,0.19433497536945815,glove
2498,balanced_accuracy,0.20369458128078816,glove
2499,balanced_accuracy,0.2357142857142857,glove
2500,f1_weighted,0.28337104543054203,glove
2501,f1_weighted,0.17987408840403396,glove
2502,f1_weighted,0.18584476157973306,glove
2503,f1_weighted,0.1952342234740687,glove
2504,f1_weighted,0.23039385771461243,glove
2505,accuracy,0.23448275862068965,glove
2506,accuracy,0.22758620689655173,glove
2507,accuracy,0.25,glove
2508,accuracy,0.18309859154929578,glove
2509,accuracy,0.20567375886524822,glove
2510,balanced_accuracy,0.23448275862068968,glove
2511,balanced_accuracy,0.22758620689655173,glove
2512,balanced_accuracy,0.25,glove
2513,balanced_accuracy,0.1827586206896552,glove
2514,balanced_accuracy,0.2054187192118227,glove
2515,f1_weighted,0.23177224558682408,glove
2516,f1_weighted,0.22688247503621706,glove
2517,f1_weighted,0.2531278809419968,glove
2518,f1_weighted,0.18259018849620265,glove
2519,f1_weighted,0.2044848757112908,glove
2520,accuracy,0.22758620689655173,glove
2521,accuracy,0.16551724137931034,glove
2522,accuracy,0.2206896551724138,glove
2523,accuracy,0.2112676056338028,glove
2524,accuracy,0.22142857142857142,glove
2525,balanced_accuracy,0.22758620689655168,glove
2526,balanced_accuracy,0.16551724137931034,glove
2527,balanced_accuracy,0.2206896551724138,glove
2528,balanced_accuracy,0.21182266009852216,glove
2529,balanced_accuracy,0.22142857142857145,glove
2530,f1_weighted,0.21666546276126233,glove
2531,f1_weighted,0.16393461337937842,glove
2532,f1_weighted,0.21735001840264997,glove
2533,f1_weighted,0.21142842453675575,glove
2534,f1_weighted,0.21134452978715274,glove
2535,accuracy,0.19310344827586207,glove
2536,accuracy,0.16551724137931034,glove
2537,accuracy,0.24305555555555555,glove
2538,accuracy,0.21678321678321677,glove
2539,accuracy,0.22142857142857142,glove
2540,balanced_accuracy,0.19310344827586207,glove
2541,balanced_accuracy,0.16551724137931034,glove
2542,balanced_accuracy,0.24236453201970445,glove
2543,balanced_accuracy,0.21798029556650245,glove
2544,balanced_accuracy,0.22142857142857145,glove
2545,f1_weighted,0.18164538987846982,glove
2546,f1_weighted,0.16590103885185853,glove
2547,f1_weighted,0.2375348062140515,glove
2548,f1_weighted,0.2167041513494647,glove
2549,f1_weighted,0.21551383183801473,glove
2550,accuracy,0.7708333333333334,glove
2551,accuracy,0.7986111111111112,glove
2552,accuracy,0.7132867132867133,glove
2553,accuracy,0.7622377622377622,glove
2554,accuracy,0.7253521126760564,glove
2555,balanced_accuracy,0.7198581560283688,glove
2556,balanced_accuracy,0.5709219858156028,glove
2557,balanced_accuracy,0.6081560283687943,glove
2558,balanced_accuracy,0.6329787234042553,glove
2559,balanced_accuracy,0.3678571428571429,glove
2560,f1,0.10810810810810811,glove
2561,f1,0.06451612903225806,glove
2562,f1,0.046511627906976744,glove
2563,f1,0.05555555555555555,glove
2564,f1,0.0,glove
2565,precision,0.058823529411764705,glove
2566,precision,0.03571428571428571,glove
2567,precision,0.024390243902439025,glove
2568,precision,0.029411764705882353,glove
2569,precision,0.0,glove
2570,recall,0.6666666666666666,glove
2571,recall,0.3333333333333333,glove
2572,recall,0.5,glove
2573,recall,0.5,glove
2574,recall,0.0,glove
2575,roc_auc,0.6430260047281324,glove
2576,roc_auc,0.7612293144208038,glove
2577,roc_auc,0.7269503546099291,glove
2578,roc_auc,0.45390070921985815,glove
2579,roc_auc,0.32321428571428573,glove
2580,accuracy,0.19444444444444445,glove
2581,accuracy,0.17482517482517482,glove
2582,accuracy,0.24475524475524477,glove
2583,accuracy,0.23776223776223776,glove
2584,accuracy,0.18181818181818182,glove
2585,balanced_accuracy,0.19394800807481563,glove
2586,balanced_accuracy,0.17471264367816092,glove
2587,balanced_accuracy,0.24280970625798215,glove
2588,balanced_accuracy,0.23772669220945084,glove
2589,balanced_accuracy,0.18383141762452107,glove
2590,f1_weighted,0.1959770079529396,glove
2591,f1_weighted,0.17452585470735352,glove
2592,f1_weighted,0.23623662694127462,glove
2593,f1_weighted,0.23526593124932813,glove
2594,f1_weighted,0.17220825439888984,glove
2595,accuracy,0.22602739726027396,glove
2596,accuracy,0.19444444444444445,glove
2597,accuracy,0.1958041958041958,glove
2598,accuracy,0.23943661971830985,glove
2599,accuracy,0.23404255319148937,glove
2600,balanced_accuracy,0.23444438264738596,glove
2601,balanced_accuracy,0.19993047830923247,glove
2602,balanced_accuracy,0.1979351395730706,glove
2603,balanced_accuracy,0.2463690476190476,glove
2604,balanced_accuracy,0.23542242703533028,glove
2605,f1_weighted,0.21349365174758755,glove
2606,f1_weighted,0.18757426776613317,glove
2607,f1_weighted,0.1905898723125614,glove
2608,f1_weighted,0.23060699350932554,glove
2609,f1_weighted,0.22262457102056862,glove
2610,accuracy,0.2206896551724138,glove
2611,accuracy,0.19444444444444445,glove
2612,accuracy,0.18181818181818182,glove
2613,accuracy,0.2535211267605634,glove
2614,accuracy,0.19014084507042253,glove
2615,balanced_accuracy,0.2206896551724138,glove
2616,balanced_accuracy,0.19458128078817735,glove
2617,balanced_accuracy,0.17955665024630543,glove
2618,balanced_accuracy,0.25443349753694583,glove
2619,balanced_accuracy,0.1891625615763547,glove
2620,f1_weighted,0.2209685724421285,glove
2621,f1_weighted,0.1963043714600878,glove
2622,f1_weighted,0.15525965875616227,glove
2623,f1_weighted,0.2505097536321477,glove
2624,f1_weighted,0.18247557238857984,glove
2625,accuracy,0.2206896551724138,glove
2626,accuracy,0.19444444444444445,glove
2627,accuracy,0.18181818181818182,glove
2628,accuracy,0.2535211267605634,glove
2629,accuracy,0.19014084507042253,glove
2630,balanced_accuracy,0.2206896551724138,glove
2631,balanced_accuracy,0.19458128078817735,glove
2632,balanced_accuracy,0.17955665024630543,glove
2633,balanced_accuracy,0.25443349753694583,glove
2634,balanced_accuracy,0.1891625615763547,glove
2635,f1_weighted,0.2209685724421285,glove
2636,f1_weighted,0.1963043714600878,glove
2637,f1_weighted,0.15525965875616227,glove
2638,f1_weighted,0.2505097536321477,glove
2639,f1_weighted,0.18247557238857984,glove
2640,accuracy,0.20689655172413793,glove
2641,accuracy,0.25517241379310346,glove
2642,accuracy,0.21379310344827587,glove
2643,accuracy,0.23404255319148937,glove
2644,accuracy,0.22857142857142856,glove
2645,balanced_accuracy,0.20689655172413796,glove
2646,balanced_accuracy,0.25517241379310346,glove
2647,balanced_accuracy,0.2137931034482759,glove
2648,balanced_accuracy,0.23423645320197045,glove
2649,balanced_accuracy,0.2285714285714286,glove
2650,f1_weighted,0.19920289955062484,glove
2651,f1_weighted,0.257093540500962,glove
2652,f1_weighted,0.20425250334727943,glove
2653,f1_weighted,0.2315364251175276,glove
2654,f1_weighted,0.21893243159139472,glove
2655,accuracy,0.22758620689655173,glove
2656,accuracy,0.18055555555555555,glove
2657,accuracy,0.1958041958041958,glove
2658,accuracy,0.24647887323943662,glove
2659,accuracy,0.19014084507042253,glove
2660,balanced_accuracy,0.22758620689655173,glove
2661,balanced_accuracy,0.18054187192118226,glove
2662,balanced_accuracy,0.1933497536945813,glove
2663,balanced_accuracy,0.2475369458128079,glove
2664,balanced_accuracy,0.1891625615763547,glove
2665,f1_weighted,0.22745372124682467,glove
2666,f1_weighted,0.1806377515514173,glove
2667,f1_weighted,0.16623242418236897,glove
2668,f1_weighted,0.24318475754295307,glove
2669,f1_weighted,0.1811711816561369,glove
2670,accuracy,0.15862068965517243,glove
2671,accuracy,0.21379310344827587,glove
2672,accuracy,0.2361111111111111,glove
2673,accuracy,0.19148936170212766,glove
2674,accuracy,0.18439716312056736,glove
2675,balanced_accuracy,0.15862068965517243,glove
2676,balanced_accuracy,0.21379310344827585,glove
2677,balanced_accuracy,0.2357142857142857,glove
2678,balanced_accuracy,0.19064039408866992,glove
2679,balanced_accuracy,0.18251231527093595,glove
2680,f1_weighted,0.16128790012203134,glove
2681,f1_weighted,0.20918709003264654,glove
2682,f1_weighted,0.23879621664770503,glove
2683,f1_weighted,0.188327721661055,glove
2684,f1_weighted,0.16716498730553803,glove
2685,accuracy,0.16551724137931034,glove
2686,accuracy,0.20689655172413793,glove
2687,accuracy,0.22758620689655173,glove
2688,accuracy,0.1702127659574468,glove
2689,accuracy,0.20714285714285716,glove
2690,balanced_accuracy,0.16551724137931034,glove
2691,balanced_accuracy,0.2068965517241379,glove
2692,balanced_accuracy,0.22758620689655168,glove
2693,balanced_accuracy,0.17044334975369457,glove
2694,balanced_accuracy,0.20714285714285713,glove
2695,f1_weighted,0.15940716342125544,glove
2696,f1_weighted,0.20004498425551057,glove
2697,f1_weighted,0.22713981924508245,glove
2698,f1_weighted,0.16746175190542126,glove
2699,f1_weighted,0.1952448756237955,glove
